"","Education","Marital_Status","Income","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Response","Kids","Relationship","Family_Size","Family_size","Age","Days_is_client","MntTotal","NumAllPurchases","AverageCheck","ShareDealsPurchases","TotalAcceptedCmp","ActiveDays"
"1668","PhD","Married",63246,60,593,30,91,29,22,7,1,6,3,12,4,"False","False","False","False","False","False","False",2,1,0,4,57,728402,772,21,36.8,4.8,0,728342
"1669","PhD","Married",36732,71,21,5,3,10,1,7,3,1,1,4,2,"False","False","False","False","False","False","False",2,1,0,4,65,724993,47,6,7.8,50,0,724922
"1670","PhD","Married",69084,43,1181,107,199,39,30,30,2,7,3,13,8,"False","False","False","False","False","False","False",1,1,0,3,54,728676,1586,23,69,8.7,0,728633
"1671","PhD","Married",77766,97,1004,59,265,115,59,27,2,11,10,11,6,"True","False","False","False","False","False","True",1,1,0,3,57,727853,1529,32,47.8,6.2,2,727756
"1672","PhD","Single",37929,49,202,2,46,3,2,10,2,4,2,5,7,"False","True","False","True","False","False","True",0,0,0,1,39,724781,265,11,24.1,18.2,3,724732
"1673","Graduation","Together",86610,66,446,107,768,33,196,53,1,5,6,6,2,"False","False","False","False","False","False","False",0,1,0,2,73,733850,1603,17,94.3,5.9,0,733784
"1674","Master","Married",80141,20,1184,102,673,52,40,40,1,7,4,10,6,"False","False","True","False","False","False","True",0,1,0,2,38,731902,2091,21,99.6,4.8,2,731882
"1675","2n Cycle","Married",72635,54,390,22,323,104,35,107,1,6,8,6,3,"False","False","False","True","False","False","False",0,1,0,2,69,734673,981,20,49,5,1,734619
"1676","Graduation","Married",69016,61,726,53,363,123,107,161,4,8,9,13,5,"False","False","False","False","False","False","False",1,1,0,3,54,727580,1533,30,51.1,13.3,0,727519
"1677","2n Cycle","Together",20193,18,8,8,22,24,11,9,1,1,1,4,4,"False","False","False","False","False","False","False",0,1,0,2,33,725388,82,6,13.7,16.7,0,725370
"1678","Graduation","Married",27573,45,50,15,110,39,15,15,4,5,1,4,8,"False","False","False","False","False","False","False",1,1,0,3,49,726729,244,10,24.4,40,0,726684
"1679","Basic","Single",15862,26,1,1,4,11,9,10,1,1,0,3,8,"False","False","False","False","False","False","False",1,0,0,2,45,725907,36,4,9,25,0,725881
"1680","PhD","Married",49544,0,308,0,73,0,0,23,2,5,1,8,7,"False","False","False","False","False","False","False",1,1,0,3,48,731506,404,14,28.9,14.3,0,731506
"1681","Graduation","Married",33228,28,22,2,31,7,4,5,1,2,0,3,7,"False","False","False","False","False","False","False",1,1,0,3,44,727519,71,5,14.2,20,0,727491
"1682","Graduation","Together",70440,49,690,117,499,76,102,88,1,5,10,7,3,"False","False","False","True","False","False","False",0,1,0,2,46,732724,1572,22,71.5,4.5,1,732675
"1683","Graduation","Together",38232,84,43,5,28,7,6,33,4,3,1,3,5,"False","False","False","False","False","False","False",2,1,0,4,53,729710,122,7,17.4,57.1,0,729626
"1684","PhD","Married",22554,38,27,0,10,0,0,4,4,2,0,4,5,"False","False","False","False","False","False","False",2,1,0,4,69,734520,41,6,6.8,66.7,0,734482
"1685","PhD","Married",23536,53,6,0,3,0,0,1,1,0,0,3,3,"False","False","False","False","False","False","False",1,1,0,3,41,734307,10,3,3.3,33.3,0,734254
"1686","Graduation","Married",49413,88,205,7,41,3,2,46,2,4,2,5,5,"False","False","False","False","False","False","False",1,1,0,3,72,726515,304,11,27.6,18.2,0,726427
"1687","Graduation","Married",42231,99,24,0,8,0,1,4,1,1,0,3,5,"False","False","False","False","False","False","False",2,1,0,4,55,726729,37,4,9.2,25,0,726630
"1688","Master","Divorced",78789,12,667,50,850,21,83,83,1,4,6,5,2,"False","False","False","False","False","False","True",0,0,0,1,44,732785,1754,15,116.9,6.7,1,732773
"1689","Graduation","Together",56534,35,691,7,61,10,0,46,4,10,4,7,8,"False","True","False","False","True","False","True",1,1,0,3,56,727338,815,21,38.8,19,3,727303
"1690","Graduation","Single",58350,5,493,26,206,116,80,80,4,8,3,12,6,"False","False","False","False","False","False","False",1,0,0,2,53,734459,1001,23,43.5,17.4,0,734454
"1691","Graduation","Single",81217,77,493,70,324,146,40,84,1,3,7,11,1,"False","False","False","False","False","False","False",0,0,0,1,35,728799,1157,21,55.1,4.8,0,728722
"1692","Graduation","Single",49090,45,494,5,82,7,0,100,3,7,2,9,7,"False","False","False","False","False","False","False",1,0,0,2,73,728799,688,18,38.2,16.7,0,728754
"1693","Master","Divorced",61787,71,621,73,414,78,48,85,1,8,4,6,5,"False","False","False","False","False","False","False",0,0,0,1,37,733547,1319,18,73.3,5.6,0,733476
"1694","PhD","Married",18169,40,9,0,5,0,0,7,1,1,0,2,8,"False","False","False","False","False","False","False",1,1,0,3,39,728949,21,3,7,33.3,0,728909
"1695","2n Cycle","Single",24336,82,1,6,2,8,2,12,1,1,0,2,7,"False","False","False","False","False","False","False",1,0,0,2,43,725846,31,3,10.3,33.3,0,725764
"1696","Graduation","Married",18222,70,12,4,19,12,6,14,1,2,0,3,8,"False","False","False","False","False","False","False",0,1,0,2,34,724263,67,5,13.4,20,0,724193
"1697","Graduation","Divorced",62335,87,243,131,217,85,6,26,2,3,3,13,2,"False","False","False","False","False","False","False",1,0,0,2,72,727399,708,19,37.3,10.5,0,727312
"1698","2n Cycle","Together",42033,95,11,1,4,2,0,7,1,1,0,2,7,"False","False","False","False","False","False","False",2,1,0,4,53,728737,25,3,8.3,33.3,0,728642
"1699","PhD","Married",86580,72,532,21,127,26,20,20,0,4,2,5,1,"False","False","True","False","False","False","False",0,1,0,2,41,726027,746,11,67.8,0,1,725955
"1700","PhD","Divorced",41437,5,29,0,2,0,0,1,1,1,0,3,7,"False","False","False","False","False","False","False",2,0,0,3,67,727641,32,4,8,25,0,727636
"1701","Master","Widow",73705,86,612,91,520,258,107,107,2,9,6,8,5,"False","False","False","False","False","False","False",2,0,0,3,73,734034,1695,23,73.7,8.7,0,733948
"1702","Graduation","Married",61064,80,387,126,342,0,45,180,5,8,4,11,6,"False","False","False","False","False","False","False",1,1,0,3,48,724385,1080,23,47,21.7,0,724305
"1703","Master","Married",38452,62,56,0,14,0,0,2,3,3,0,3,7,"False","False","False","False","False","False","False",2,1,0,4,69,724903,72,6,12,50,0,724841
"1704","Graduation","Single",18358,49,6,8,19,16,4,4,3,3,0,4,7,"False","False","False","False","False","False","False",1,0,0,2,35,728310,57,7,8.1,42.9,0,728261
"1705","PhD","Together",55012,85,582,0,65,0,0,13,6,8,2,9,5,"False","False","False","False","False","False","False",1,1,0,3,51,728190,660,19,34.7,31.6,0,728105
"1706","Basic","Together",9722,7,6,17,16,6,16,42,4,3,1,3,8,"False","False","False","False","False","False","True",1,1,0,3,51,734916,103,7,14.7,57.1,1,734909
"1707","PhD","Married",38175,6,70,6,69,2,3,3,3,3,1,4,7,"False","False","False","False","False","False","False",1,1,0,3,40,727276,153,8,19.1,37.5,0,727270
"1708","Master","Together",58656,25,962,12,194,16,24,12,4,7,8,13,6,"False","False","True","False","False","False","False",1,1,0,3,68,728371,1220,28,43.6,14.3,1,728346
"1709","Graduation","Together",52117,55,112,10,107,30,0,20,2,5,2,4,7,"False","False","False","False","False","False","False",1,1,0,3,59,729863,279,11,25.4,18.2,0,729808
"1710","Graduation","Married",64813,81,293,0,124,179,97,52,1,7,2,10,5,"False","False","False","False","False","False","False",1,1,0,3,46,735189,745,19,39.2,5.3,0,735108
"1711","PhD","Married",54222,98,199,12,31,3,12,7,1,3,3,5,3,"False","False","False","False","False","False","False",1,1,0,3,51,735495,264,11,24,9.1,0,735397
"1712","Graduation","Married",83512,31,1060,61,835,80,20,101,1,4,7,10,1,"True","False","True","True","True","False","True",0,1,0,2,38,729559,2157,21,102.7,4.8,5,729528
"1713","Master","Married",77520,30,940,44,396,0,88,58,1,8,7,7,4,"True","False","True","True","False","False","True",1,1,0,3,65,725480,1526,22,69.4,4.5,4,725450
"1714","Graduation","Together",41154,98,44,2,11,2,3,7,1,1,0,4,5,"False","False","False","False","False","False","False",1,1,0,3,46,732542,69,5,13.8,20,0,732444
"1715","Graduation","Married",80398,92,342,51,936,207,35,26,1,5,8,12,3,"False","False","True","False","False","False","False",0,1,0,2,58,731963,1597,25,63.9,4,1,731871
"1716","Basic","Single",18746,41,2,10,11,12,9,20,2,3,0,3,6,"False","False","False","False","False","False","False",1,0,0,2,32,725207,64,6,10.7,33.3,0,725166
"1717","Graduation","Together",35196,68,75,12,141,43,39,187,6,6,1,5,8,"False","False","False","False","False","False","False",1,1,0,3,40,730867,497,12,41.4,50,0,730799
"1718","Graduation","Single",60230,78,520,20,367,39,81,40,2,6,3,6,5,"False","False","False","False","False","False","False",1,0,0,2,68,728494,1067,15,71.1,13.3,0,728416
"1719","Graduation","Married",22108,46,5,3,9,6,2,6,2,2,0,3,7,"False","False","False","False","False","False","False",2,1,0,4,47,732877,31,5,6.2,40,0,732831
"1720","Graduation","Together",44392,71,87,5,71,7,12,29,5,4,1,4,7,"False","False","False","False","False","False","False",2,1,0,4,50,733850,211,9,23.4,55.6,0,733779
"1721","PhD","Married",55424,6,462,61,184,10,53,107,4,7,5,9,6,"True","False","False","False","False","False","True",1,1,0,3,48,726484,877,21,41.8,19,2,726478
"1722","Graduation","Married",17688,82,2,2,1,3,1,2,1,1,0,2,8,"False","False","False","False","False","True","False",1,1,0,3,45,731171,11,3,3.7,33.3,0,731089
"1723","PhD","Married",92491,71,979,44,935,29,25,22,1,7,5,12,3,"False","True","True","True","False","False","True",0,1,0,2,41,735434,2034,24,84.8,4.2,4,735363
"1724","Graduation","Single",90273,32,704,129,853,120,74,111,1,5,6,7,2,"False","True","True","True","False","False","True",0,0,0,1,33,730472,1991,18,110.6,5.6,4,730440
"1725","PhD","Widow",82571,28,861,31,558,62,95,79,0,6,5,13,2,"False","False","True","False","False","False","False",0,0,0,1,62,735099,1686,24,70.2,0,1,735071
"1726","PhD","Single",38513,20,172,3,115,16,0,18,5,6,1,5,8,"False","False","False","False","False","False","True",1,0,0,2,42,725693,324,12,27,41.7,1,725673
"1727","Master","Single",16653,10,5,7,31,15,4,7,3,2,1,3,6,"False","False","False","False","False","False","True",1,0,0,2,45,729255,69,6,11.5,50,1,729245
"1728","Graduation","Together",42586,7,194,2,56,0,0,0,5,4,1,6,8,"False","False","False","False","False","False","True",2,1,0,4,69,725054,252,11,22.9,45.5,1,725047
"1729","Basic","Single",23529,67,9,7,13,3,2,20,1,1,1,2,6,"False","False","False","False","False","False","False",1,0,0,2,59,733363,54,4,13.5,25,0,733296
"1730","Master","Together",74881,48,505,72,270,36,27,54,4,9,2,12,5,"False","False","False","False","False","False","False",2,1,0,4,63,732938,964,23,41.9,17.4,0,732890
"1731","Graduation","Married",71107,61,533,10,217,198,174,195,2,7,6,13,4,"False","False","False","False","False","False","False",1,1,0,3,73,729679,1327,26,51,7.7,0,729618
"1732","PhD","Together",46910,36,48,0,14,0,0,6,2,2,0,3,6,"False","False","False","False","False","False","False",2,1,0,4,60,727460,68,5,13.6,40,0,727424
"1733","Graduation","Married",18690,77,6,1,7,23,4,19,1,1,1,2,8,"False","False","False","False","False","False","False",0,1,0,2,65,725358,60,4,15,25,0,725281
"1734","Graduation","Divorced",37244,90,18,2,10,0,0,25,1,1,1,2,7,"True","False","False","False","False","False","False",2,0,0,3,69,725968,55,4,13.8,25,1,725878
"1735","Graduation","Together",82427,35,482,147,509,104,107,107,1,3,5,12,1,"False","False","True","False","False","False","False",0,1,0,2,58,731477,1456,20,72.8,5,1,731442
"1736","2n Cycle","Single",75342,38,204,97,97,21,118,26,1,5,2,10,4,"False","False","False","False","False","False","False",1,0,0,2,66,733608,563,17,33.1,5.9,0,733570
"1737","Graduation","Divorced",70044,46,1073,0,250,153,14,14,4,7,10,5,5,"False","False","False","False","False","False","False",1,0,0,2,70,729314,1504,22,68.4,18.2,0,729268
"1738","Graduation","Single",79146,33,245,16,223,21,43,16,2,8,1,8,6,"False","False","False","False","False","False","False",2,0,0,3,57,727063,564,17,33.2,11.8,0,727030
"1739","Graduation","Married",77437,70,560,21,442,29,44,29,1,4,5,13,1,"False","False","True","False","False","False","False",0,1,0,2,61,726119,1125,22,51.1,4.5,1,726049
"1740","Graduation","Married",54984,51,173,13,131,32,3,6,4,6,1,6,7,"False","False","False","True","False","False","False",1,1,0,3,65,727033,358,13,27.5,30.8,1,726982
"1741","PhD","Married",42403,18,22,1,11,0,5,3,1,1,0,3,8,"False","False","False","False","False","False","False",1,1,0,3,53,731568,42,4,10.5,25,0,731550
"1742","Graduation","Together",55761,97,136,1,12,0,3,32,2,4,1,3,6,"False","True","False","False","False","False","False",1,1,0,3,60,727063,184,8,23,25,1,726966
"1743","Graduation","Together",37292,32,275,0,86,10,23,66,5,6,3,5,8,"False","False","False","False","False","False","False",1,1,0,3,41,729255,460,14,32.9,35.7,0,729223
"1744","PhD","Single",45576,9,56,19,29,2,14,25,1,3,1,3,8,"False","False","False","False","False","False","True",0,0,0,1,79,725572,145,7,20.7,14.3,1,725563
"1745","Graduation","Together",70321,6,303,23,751,82,26,191,1,6,5,13,4,"False","False","False","False","False","False","True",0,1,0,2,77,730076,1376,24,57.3,4.2,1,730070
"1746","PhD","Divorced",58086,80,708,7,62,0,0,15,2,11,3,7,8,"False","False","False","False","False","False","False",1,0,0,2,55,728615,792,21,37.7,9.5,0,728535
"1747","Graduation","Married",81795,74,324,132,693,27,118,88,1,4,11,7,2,"False","False","False","False","False","False","False",0,1,0,2,72,726150,1382,22,62.8,4.5,0,726076
"1748","Basic","Together",28389,49,1,5,3,7,4,8,1,1,0,2,7,"False","False","False","False","False","False","False",0,1,0,2,77,728310,28,3,9.3,33.3,0,728261
"1749","Master","Married",66835,21,620,26,195,34,17,141,1,6,4,13,2,"False","False","False","False","False","False","False",0,1,0,2,78,725449,1033,23,44.9,4.3,0,725428
"1750","Graduation","Divorced",69901,95,312,21,206,102,92,149,3,7,3,10,5,"False","False","False","False","False","False","False",1,0,0,2,55,725207,882,20,44.1,15,0,725112
"1751","PhD","Married",80360,56,1493,86,454,112,43,43,2,4,4,5,2,"False","True","True","True","False","False","False",0,1,0,2,75,734765,2231,13,171.6,15.4,3,734709
"1752","PhD","Together",63342,48,918,21,118,13,10,21,3,8,3,5,6,"False","True","False","False","False","False","True",1,1,0,3,63,729802,1101,16,68.8,18.8,2,729754
"1753","Graduation","Married",44989,26,98,0,106,49,10,106,5,5,1,5,6,"False","False","False","False","False","False","False",1,1,0,3,50,731293,369,11,33.5,45.5,0,731267
"1754","2n Cycle","Single",31859,3,3,4,7,15,8,11,1,1,0,3,7,"False","False","False","False","False","False","False",1,0,0,2,44,726027,48,4,12,25,0,726024
"1755","PhD","Widow",51569,39,380,0,47,6,0,34,4,7,1,7,8,"False","True","False","False","False","False","True",1,0,0,2,75,731506,467,15,31.1,26.7,2,731467
"1756","Graduation","Widow",30372,33,15,0,12,7,3,7,3,2,0,3,7,"False","False","False","False","False","False","False",2,0,0,3,53,726454,44,5,8.8,60,0,726421
"1757","Basic","Single",16014,42,3,9,4,7,8,7,4,1,1,4,3,"False","False","False","False","False","False","False",2,0,0,3,45,729651,38,6,6.3,66.7,0,729609
"1758","Graduation","Married",41120,80,24,2,23,0,8,24,3,2,1,3,6,"False","False","False","False","False","False","False",2,1,0,4,56,733424,81,6,13.5,50,0,733344
"1759","Master","Single",39763,9,80,1,60,4,6,16,2,5,1,2,9,"False","False","False","False","False","False","True",1,0,0,2,53,734246,167,8,20.9,25,1,734237
"1760","PhD","Married",38725,52,31,0,6,2,1,5,2,1,0,4,4,"False","False","False","False","False","False","False",2,1,0,4,69,732147,45,5,9,40,0,732095
"1761","Graduation","Married",77981,78,138,120,204,16,126,60,3,7,4,7,5,"False","False","False","False","False","False","False",1,1,0,3,52,726303,664,18,36.9,16.7,0,726225
"1762","2n Cycle","Married",62905,68,166,75,96,119,107,59,3,7,2,8,4,"False","False","False","False","False","False","False",1,1,0,3,60,732024,622,17,36.6,17.6,0,731956
"1763","2n Cycle","Divorced",13533,45,12,3,8,8,0,17,2,2,0,3,7,"False","False","False","False","False","False","False",1,0,0,2,45,732208,48,5,9.6,40,0,732163
"1764","Graduation","Together",59481,47,178,3,85,71,66,58,2,3,3,8,2,"False","False","False","False","False","False","False",1,1,0,3,49,727246,461,14,32.9,14.3,0,727199
"1765","Graduation","Married",72117,34,707,20,171,65,60,50,1,9,7,9,5,"False","False","False","False","False","False","False",1,1,0,3,47,728402,1073,25,42.9,4,0,728368
"1766","2n Cycle","Married",21955,81,5,1,7,17,14,11,2,2,1,3,6,"False","False","False","False","False","False","False",1,1,0,3,38,733120,55,6,9.2,33.3,0,733039
"1767","Graduation","Married",67131,72,465,71,250,93,35,62,3,9,2,12,6,"False","False","False","False","False","False","False",1,1,0,3,68,726364,976,23,42.4,13,0,726292
"1768","PhD","Single",36802,23,16,1,2,0,0,1,1,1,0,3,5,"False","False","False","False","False","False","False",1,0,0,2,44,729924,20,4,5,25,0,729901
"1769","Graduation","Together",71853,29,358,108,413,141,97,32,1,2,8,6,1,"False","False","False","False","False","False","False",0,1,0,2,42,732877,1149,16,71.8,6.2,0,732848
"1770","Basic","Married",28249,80,1,9,7,2,14,10,1,2,0,3,6,"False","False","False","False","False","False","False",0,1,0,2,63,730290,43,5,8.6,20,0,730210
"1771","Master","Married",47808,30,123,1,26,2,0,72,2,3,2,3,7,"True","False","False","False","False","False","False",1,1,0,3,49,728341,224,8,28,25,1,728311
"1772","PhD","Divorced",25509,15,40,3,30,10,7,11,3,3,0,3,9,"False","False","False","False","False","False","True",1,0,0,2,50,729102,101,6,16.8,50,1,729087
"1773","PhD","Married",51012,86,102,9,63,2,9,24,1,4,1,4,6,"False","False","False","False","False","False","False",0,1,0,2,78,729255,209,9,23.2,11.1,0,729169
"1774","Graduation","Single",70596,68,347,44,534,17,0,26,1,3,5,12,2,"False","False","False","False","False","False","False",0,0,0,1,39,733820,968,20,48.4,5,0,733752
"1775","PhD","Together",85431,54,376,53,462,168,53,53,1,2,7,7,0,"False","False","False","False","False","False","False",0,1,0,2,72,732846,1165,16,72.8,6.2,0,732792
"1776","Graduation","Married",42664,44,21,0,3,0,0,0,1,1,0,3,6,"False","False","False","False","False","False","False",1,1,0,3,57,729286,24,4,6,25,0,729242
"1777","Graduation","Together",42586,7,194,2,56,0,0,0,5,4,1,6,8,"False","False","False","False","False","False","True",2,1,0,4,69,725054,252,11,22.9,45.5,1,725047
"1778","Graduation","Single",29760,87,64,4,68,7,5,17,4,3,1,4,8,"False","False","False","False","False","False","False",1,0,0,2,39,725115,165,8,20.6,50,0,725028
"1779","PhD","Married",28973,59,206,0,46,3,2,12,2,5,1,5,8,"False","False","False","False","False","False","False",0,1,0,2,47,730898,269,11,24.5,18.2,0,730839
"1780","PhD","Together",39435,16,71,0,18,0,0,13,1,3,1,2,7,"False","False","False","False","False","False","False",1,1,0,3,51,733516,102,6,17,16.7,0,733500
"1781","2n Cycle","Married",65370,1,71,22,112,138,89,29,1,2,3,13,1,"False","False","False","False","False","False","False",0,1,0,2,40,735342,461,18,25.6,5.6,0,735341
"1782","Basic","Single",20194,64,0,4,7,11,10,15,2,2,0,3,6,"False","False","False","False","False","False","False",1,0,0,2,45,729376,47,5,9.4,40,0,729312
"1783","PhD","Single",42473,72,93,1,21,0,4,25,3,2,1,4,5,"False","False","False","False","False","False","False",2,0,0,3,48,729679,144,7,20.6,42.9,0,729607
"1784","Graduation","Married",64590,98,920,138,168,36,46,30,1,9,4,10,6,"False","False","False","False","False","False","False",0,1,0,2,56,730533,1338,23,58.2,4.3,0,730435
"1785","Graduation","Together",71232,91,653,17,170,34,26,17,2,11,2,10,7,"False","False","False","False","False","False","False",1,1,0,3,65,725388,917,23,39.9,8.7,0,725297
"1786","Graduation","Together",34600,8,199,33,60,8,3,15,5,5,2,5,8,"False","False","False","False","False","False","True",2,1,0,4,53,735554,318,12,26.5,41.7,1,735546
"1787","Graduation","Single",46904,20,153,4,56,0,9,31,4,5,1,4,8,"False","False","False","False","False","False","False",2,0,0,3,57,734520,253,10,25.3,40,0,734500
"1788","Graduation","Married",49094,6,376,0,38,11,8,69,5,6,3,6,6,"False","False","False","False","False","False","False",1,1,0,3,51,728006,502,15,33.5,33.3,0,728000
"1789","Graduation","Together",36075,54,46,0,30,12,1,30,1,2,0,4,6,"False","False","False","False","False","False","False",1,1,0,3,41,732298,119,6,19.8,16.7,0,732244
"1790","2n Cycle","Together",60839,72,600,21,128,223,150,128,13,2,2,12,8,"False","False","False","False","False","False","False",2,1,0,4,45,725480,1250,16,78.1,81.2,0,725408
"1791","Graduation","Together",77298,46,425,115,292,23,35,79,1,6,6,11,3,"False","False","False","False","False","False","False",1,1,0,3,45,734885,969,23,42.1,4.3,0,734839
"1792","Graduation","Together",34026,11,18,6,15,12,8,17,3,2,1,3,5,"False","False","False","False","False","False","False",2,1,0,4,74,733881,76,6,12.7,50,0,733870
"1793","PhD","Single",48918,21,52,0,9,0,0,1,2,1,0,4,4,"False","False","False","False","False","False","False",2,0,0,3,61,731446,62,5,12.4,40,0,731425
"1794","2n Cycle","Together",82122,89,734,22,350,151,25,100,1,3,9,13,1,"False","False","True","False","False","False","False",0,1,0,2,62,730229,1382,25,55.3,4,1,730140
"1795","Graduation","Single",37697,82,34,6,21,11,4,8,1,2,1,3,6,"False","False","False","False","False","False","False",1,0,0,2,48,733332,84,6,14,16.7,0,733250
"1796","Graduation","Together",34074,69,135,1,41,10,1,67,5,3,3,3,6,"True","False","False","False","False","False","False",2,1,0,4,72,730990,255,9,28.3,55.6,1,730921
"1797","Master","Married",28520,55,11,0,10,0,2,20,1,1,1,2,6,"False","False","False","False","False","False","False",2,1,0,4,64,730655,43,4,10.8,25,0,730600
"1798","Graduation","Single",62535,13,163,48,90,0,45,52,1,3,2,8,3,"False","False","False","False","False","False","False",1,0,0,2,69,734551,398,13,30.6,7.7,0,734538
"1799","Master","Single",36273,80,29,3,30,3,2,9,2,3,0,3,6,"False","False","False","False","False","False","False",1,0,0,2,47,729985,76,6,12.7,33.3,0,729905
"1800","Graduation","Together",63404,97,734,26,70,11,44,17,2,6,3,4,4,"False","False","False","True","False","False","False",2,1,0,4,60,733577,902,13,69.4,15.4,1,733480
"1801","2n Cycle","Together",75774,27,340,21,134,258,14,56,1,7,5,8,4,"False","False","False","False","False","False","False",1,1,0,3,43,735069,823,20,41.1,5,0,735042
"1802","Graduation","Together",78416,99,453,38,279,188,38,183,2,7,7,10,3,"False","False","False","False","False","False","False",1,1,0,3,48,725907,1179,24,49.1,8.3,0,725808
"1803","Graduation","Together",75702,87,1073,0,629,145,37,37,1,10,5,13,6,"False","False","True","False","False","False","False",1,1,0,3,50,730533,1921,28,68.6,3.6,1,730446
"1804","Master","Together",59385,85,135,0,10,0,4,36,2,3,1,4,5,"False","False","False","False","False","False","False",2,1,0,4,73,725602,185,8,23.1,25,0,725517
"1805","Graduation","Single",37070,30,231,7,137,4,15,39,9,5,1,8,7,"False","False","False","False","False","False","True",2,0,0,3,58,728555,433,14,30.9,64.3,1,728525
"1806","Graduation","Married",44689,82,18,0,5,0,0,11,2,1,1,2,7,"True","False","False","False","False","False","False",2,1,0,4,73,732267,34,4,8.5,50,1,732185
"1807","Graduation","Together",53977,21,620,16,165,0,24,82,5,5,5,12,5,"False","False","False","False","False","False","False",1,1,0,3,66,732846,907,22,41.2,22.7,0,732825
"1808","PhD","Single",7144,92,81,4,33,5,2,291,0,23,1,1,0,"False","False","False","False","False","False","False",2,0,0,3,58,733029,416,25,16.6,0,0,732937
"1809","Graduation","Single",18701,95,12,4,2,10,6,10,4,2,0,4,5,"False","False","False","False","False","False","False",2,0,0,3,60,734307,44,6,7.3,66.7,0,734212
"1810","Graduation","Married",90369,2,292,51,981,224,23,17,1,4,6,6,1,"False","False","False","False","False","False","True",0,1,0,2,68,725602,1588,16,99.2,6.2,1,725600
"1811","PhD","Single",63159,74,965,34,586,89,86,37,1,3,5,8,3,"True","False","False","False","False","False","False",0,0,0,1,50,733789,1797,16,112.3,6.2,1,733715
"1812","Graduation","Together",37758,49,27,2,10,0,0,1,2,1,0,3,8,"False","False","False","False","False","False","False",2,1,0,4,58,734185,40,4,10,50,0,734136
"1813","PhD","Single",46757,71,777,30,163,0,51,122,6,4,4,7,9,"False","False","False","False","False","False","False",1,0,0,2,61,729771,1143,15,76.2,40,0,729700
"1814","Master","Married",79734,72,572,8,232,23,62,17,1,4,3,6,1,"False","False","False","True","False","False","False",0,1,0,2,55,725541,914,13,70.3,7.7,1,725469
"1815","Graduation","Together",63207,68,438,169,565,91,169,70,1,2,3,6,7,"False","False","False","True","False","False","False",0,1,0,2,32,728615,1502,11,136.5,9.1,1,728547
"1816","Graduation","Divorced",72071,4,531,69,300,150,138,150,3,5,4,8,2,"False","False","False","False","False","False","False",1,0,0,2,70,730775,1338,17,78.7,17.6,0,730771
"1817","PhD","Together",21840,80,17,0,9,0,0,1,1,1,0,3,9,"False","False","False","False","False","False","False",1,1,0,3,41,728068,27,4,6.8,25,0,727988
"1818","2n Cycle","Together",58582,15,402,35,106,101,77,42,2,9,2,9,5,"False","True","False","False","False","False","False",1,1,0,3,42,725449,763,20,38.1,10,1,725434
"1819","Graduation","Single",72282,70,503,27,419,90,139,153,1,5,7,9,7,"False","False","False","False","False","False","True",0,0,0,1,73,728799,1331,21,63.4,4.8,1,728729
"1820","Graduation","Married",50387,91,369,9,87,12,14,34,3,6,2,8,5,"False","False","False","False","False","False","False",2,1,0,4,68,724385,525,16,32.8,18.8,0,724294
"1821","PhD","Together",32583,10,5,0,3,0,0,1,1,1,0,2,7,"False","False","False","False","False","False","False",2,1,0,4,63,730290,9,3,3,33.3,0,730280
"1822","Graduation","Together",62568,99,362,17,398,80,35,61,3,5,3,5,4,"False","False","False","True","False","False","False",1,1,0,3,62,733273,953,13,73.3,23.1,1,733174
"1823","Master","Divorced",44635,25,56,0,9,0,0,3,2,2,0,3,7,"False","False","False","False","False","False","False",2,0,0,3,53,731629,68,5,13.6,40,0,731604
"1824","Master","Single",33316,34,79,1,31,4,4,12,3,2,1,4,6,"False","False","False","False","False","False","False",2,0,0,3,53,734185,131,7,18.7,42.9,0,734151
"1825","Graduation","Married",63967,57,387,84,141,73,35,162,3,4,4,12,2,"False","False","False","False","False","False","False",1,1,0,3,56,732420,882,20,44.1,15,0,732363
"1826","2n Cycle","Together",52513,84,367,17,241,104,188,232,2,9,5,9,7,"False","False","False","False","False","False","False",0,1,0,2,46,734215,1149,23,50,8.7,0,734131
"1827","Graduation","Married",25293,51,15,0,11,0,2,9,1,1,1,2,8,"False","False","False","False","False","False","False",1,1,0,3,55,730198,37,4,9.2,25,0,730147
"1828","PhD","Widow",54111,97,267,6,54,8,3,50,2,5,2,6,5,"False","False","False","False","False","False","False",1,0,0,2,59,726576,388,13,29.8,15.4,0,726479
"1829","Graduation","Together",78394,13,298,27,697,216,24,166,1,4,6,5,2,"False","False","False","False","False","False","True",0,1,0,2,38,730410,1428,15,95.2,6.7,1,730397
"1830","Master","Married",80739,92,674,92,736,39,0,92,1,3,11,9,1,"False","False","False","False","False","False","False",0,1,0,2,66,727399,1633,23,71,4.3,0,727307
"1831","Master","Together",22669,30,16,14,36,37,22,48,3,4,1,2,9,"False","False","False","False","False","False","True",1,1,0,3,49,727764,173,7,24.7,42.9,1,727734
"1832","Graduation","Single",29236,30,37,4,24,16,9,9,2,4,0,3,9,"False","False","False","False","False","False","False",1,0,0,2,37,732724,99,7,14.1,28.6,0,732694
