"","Education","Marital_Status","Income","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Response","...30","Kids","Relationship","Family_Size","Family_size","Age","Days_is_client","MntTotal","NumAllPurchases","AverageCheck","ShareDealsPurchases","TotalAcceptedCmp","ActiveDays"
"1816","PhD","Together",21840,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,NA,1,1,0,3,41,728068,27,4,6.8,25,0,727988
"1817","2n Cycle","Together",58582,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,NA,1,1,0,3,42,725449,763,20,38.1,10,1,725434
"1818","Graduation","Single",72282,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,NA,0,0,0,1,73,728799,1331,21,63.4,4.8,1,728729
"1819","Graduation","Married",50387,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,NA,2,1,0,4,68,724385,525,16,32.8,18.8,0,724294
"1820","PhD","Together",32583,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,NA,2,1,0,4,63,730290,9,3,3,33.3,0,730280
"1821","Graduation","Together",62568,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,NA,1,1,0,3,62,733273,953,13,73.3,23.1,1,733174
"1822","Master","Divorced",44635,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,NA,2,0,0,3,53,731629,68,5,13.6,40,0,731604
"1823","Master","Single",33316,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,NA,2,0,0,3,53,734185,131,7,18.7,42.9,0,734151
"1824","Graduation","Married",63967,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,NA,1,1,0,3,56,732420,882,20,44.1,15,0,732363
"1825","2n Cycle","Together",52513,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,NA,0,1,0,2,46,734215,1149,23,50,8.7,0,734131
"1826","Graduation","Married",25293,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,NA,1,1,0,3,55,730198,37,4,9.2,25,0,730147
"1827","PhD","Widow",54111,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,NA,1,0,0,2,59,726576,388,13,29.8,15.4,0,726479
"1828","Graduation","Together",78394,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,NA,0,1,0,2,38,730410,1428,15,95.2,6.7,1,730397
"1829","Master","Married",80739,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,NA,0,1,0,2,66,727399,1633,23,71,4.3,0,727307
"1830","Master","Together",22669,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,NA,1,1,0,3,49,727764,173,7,24.7,42.9,1,727734
"1831","Graduation","Single",29236,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,NA,1,0,0,2,37,732724,99,7,14.1,28.6,0,732694
"1832","Graduation","Together",44911,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,NA,1,1,0,3,65,730382,215,9,23.9,33.3,0,730371
"1833","PhD","Married",54693,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,NA,1,1,0,3,62,729679,929,23,40.4,34.8,0,729607
"1834","Graduation","Together",48186,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,NA,1,1,0,3,50,728555,219,9,24.3,33.3,0,728516
"1835","Graduation","Married",54809,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,NA,2,1,0,4,47,731659,174,8,21.8,50,1,731659
"1836","Graduation","Together",41580,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,NA,2,1,0,4,46,731933,92,6,15.3,50,0,731918
"1837","PhD","Married",80336,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,NA,0,1,0,2,54,732389,1052,24,43.8,4.2,0,732377
"1838","Graduation","Married",47743,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,NA,1,1,0,3,67,727825,275,11,25,27.3,1,727769
"1839","2n Cycle","Married",62972,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,NA,1,1,0,3,69,734612,587,14,41.9,14.3,0,734573
"1840","PhD","Divorced",57333,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,NA,1,0,0,2,70,727641,1662,22,75.5,50,1,727586
"1841","PhD","Together",32313,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,NA,1,1,0,3,42,731871,159,8,19.9,37.5,0,731811
"1842","Master","Widow",84953,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,NA,0,0,0,1,71,734673,1024,17,60.2,5.9,4,734600
"1843","Master","Divorced",27071,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,NA,1,0,0,2,56,727429,35,5,7,40,0,727339
"1844","Master","Together",68148,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,NA,0,1,0,2,67,724385,1042,14,74.4,7.1,0,724299
"1845","Master","Together",65735,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,NA,2,1,0,4,59,733029,395,14,28.2,35.7,0,732992
"1846","PhD","Married",86836,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,NA,0,1,0,2,49,731293,557,22,25.3,4.5,4,731286
"1847","PhD","Married",4023,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,NA,2,1,0,4,61,727368,9,0,200,Inf,0,727339
"1848","Graduation","Married",30093,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,NA,0,1,0,2,34,732816,69,5,13.8,20,0,732797
"1849","PhD","Married",57705,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,NA,1,1,0,3,58,731902,486,15,32.4,20,0,731888
"1850","Graduation","Single",25008,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,NA,1,0,0,2,36,735158,34,4,8.5,50,0,735086
"1851","2n Cycle","Single",83257,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,NA,0,0,0,1,29,729102,1365,27,50.6,3.7,3,729046
"1852","Graduation","Together",22280,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,NA,1,1,0,3,49,728860,13,3,4.3,33.3,0,728775
"1853","PhD","Married",72159,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,NA,0,1,0,2,46,725054,1401,20,70,5,0,724992
"1854","Graduation","Together",64260,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,NA,0,1,0,2,63,731902,1574,13,121.1,7.7,1,731901
"1855","PhD","Single",82733,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,NA,0,0,0,1,40,732024,1323,19,69.6,5.3,1,731996
"1856","Master","Divorced",74290,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,NA,1,0,0,2,53,731324,1217,28,43.5,14.3,2,731254
"1857","Master","Single",58217,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,NA,3,0,0,4,73,729406,103,6,17.2,16.7,0,729322
"1858","Master","Together",21024,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,NA,0,1,0,2,48,734277,84,6,14,16.7,0,734188
"1859","PhD","Married",70116,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,NA,0,1,0,2,52,726423,1536,22,69.8,4.5,0,726350
"1860","Graduation","Together",54006,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,NA,1,1,0,3,39,729102,581,16,36.3,12.5,0,729060
"1861","PhD","Married",69063,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,NA,1,1,0,3,58,733059,928,13,71.4,7.7,0,733043
"1862","2n Cycle","Divorced",11448,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,NA,0,0,0,1,49,730107,14,3,4.7,33.3,0,730091
"1863","Graduation","Single",61825,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,NA,1,0,0,2,45,733151,424,14,30.3,7.1,0,733095
"1864","Graduation","Married",70886,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,NA,1,1,0,3,53,730533,960,13,73.8,7.7,0,730468
"1865","Graduation","Married",69109,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,NA,0,1,0,2,42,732328,1555,19,81.8,5.3,2,732318
"1866","Graduation","Widow",60208,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,NA,2,0,0,3,51,733090,656,18,36.4,61.1,2,733077
"1867","Master","Together",32889,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,NA,2,1,0,4,56,733485,55,6,9.2,50,0,733407
"1868","Graduation","Single",34738,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,NA,1,0,0,2,40,731782,20,4,5,25,0,731731
"1869","Master","Together",30538,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,NA,1,1,0,3,53,735281,367,13,28.2,30.8,0,735254
"1870","2n Cycle","Together",82326,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,NA,0,1,0,2,47,732208,2257,21,107.5,4.8,4,732178
"1871","PhD","Divorced",26642,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,NA,1,0,0,2,57,735495,42,5,8.4,40,0,735424
"1872","Graduation","Divorced",69932,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,NA,1,0,0,2,60,731385,1049,24,43.7,8.3,0,731288
"1873","Graduation","Single",44503,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,NA,2,0,0,3,52,729985,48,5,9.6,40,0,729902
"1874","PhD","Single",60200,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,NA,1,0,0,2,76,735189,685,19,36.1,31.6,0,735186
"1875","Graduation","Divorced",49638,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,NA,1,0,0,2,72,728890,39,4,9.8,25,0,728819
"1876","2n Cycle","Single",23830,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,NA,0,0,0,1,37,733332,43,4,10.8,25,0,733329
"1877","Master","Widow",33051,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,NA,0,0,0,1,65,729863,835,18,46.4,16.7,1,729848
"1878","Graduation","Married",72905,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,NA,0,1,0,2,66,728249,1515,19,79.7,5.3,1,728197
"1879","PhD","Together",69702,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,NA,1,1,0,3,73,728949,1039,24,43.3,8.3,0,728941
"1880","Graduation","Divorced",70300,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,NA,1,0,0,2,49,730260,1596,23,69.4,13,0,730171
"1881","PhD","Married",70643,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,NA,0,1,0,2,40,730168,1828,17,107.5,5.9,1,730102
"1882","PhD","Married",30396,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,NA,1,1,0,3,55,724872,34,4,8.5,50,2,724850
"1883","PhD","Divorced",50616,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,NA,1,0,0,2,56,729255,149,8,18.6,25,0,729199
"1884","Master","Single",62772,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,NA,1,0,0,2,55,728860,946,22,43,4.5,1,728786
"1885","PhD","Single",30298,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,NA,0,0,0,1,39,728860,28,5,5.6,20,0,728812
"1886","Graduation","Single",52413,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,NA,1,0,0,2,40,734520,450,15,30,13.3,0,734453
"1887","PhD","Married",44155,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,NA,2,1,0,4,67,728980,46,4,11.5,25,0,728956
"1888","PhD","Divorced",86979,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,NA,0,0,0,1,53,733059,1702,15,113.5,6.7,2,732992
"1889","Graduation","Together",76532,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,NA,2,1,0,4,49,732389,820,21,39,19,0,732351
"1890","Graduation","Married",42081,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,NA,1,1,0,3,42,726392,382,13,29.4,15.4,1,726306
"1891","PhD","Married",67546,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,NA,0,1,0,2,36,724385,2126,19,111.9,5.3,0,724295
"1892","Master","Together",88420,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,NA,0,1,0,2,35,735069,2069,19,108.9,5.3,3,734982
"1893","Graduation","Married",31158,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,NA,1,1,0,3,39,726058,72,5,14.4,40,0,725996
"1894","Graduation","Divorced",61671,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,NA,1,0,0,2,56,734673,732,20,36.6,40,2,734650
"1895","Graduation","Single",69719,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,NA,0,0,0,1,50,726303,801,10,80.1,10,0,726204
"1896","Graduation","Divorced",49160,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,NA,1,0,0,2,75,728341,236,10,23.6,20,0,728312
"1897","Basic","Together",24882,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,NA,1,1,0,3,46,732389,80,4,20,25,1,732337
"1898","PhD","Single",90933,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,NA,0,0,0,1,70,724538,1685,14,120.4,7.1,1,724448
"1899","PhD","Single",113734,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,1,79,725572,277,27,10.3,0,0,725563
"1900","PhD","Together",59292,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,NA,1,1,0,3,74,731020,507,16,31.7,12.5,0,730949
"1901","PhD","Married",45759,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,NA,2,1,0,4,60,727488,68,5,13.6,40,0,727475
"1902","Graduation","Single",22148,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,NA,0,0,0,1,41,731081,49,4,12.2,25,0,731065
"1903","Master","Married",73395,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,NA,0,1,0,2,37,729286,397,14,28.4,7.1,0,729192
"1904","Graduation","Divorced",29819,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,NA,1,0,0,2,53,726880,39,6,6.5,50,0,726803
"1905","Graduation","Married",45688,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,NA,1,1,0,3,56,726788,306,12,25.5,16.7,1,726768
"1906","Graduation","Married",62820,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,NA,0,1,0,2,70,731782,976,13,75.1,7.7,0,731731
"1907","PhD","Married",60491,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,NA,1,1,0,3,53,733485,1028,24,42.8,16.7,0,733404
"1908","Graduation","Together",33235,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,NA,1,1,0,3,38,734062,70,6,11.7,16.7,0,733991
"1909","Graduation","Married",35701,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,NA,0,1,0,2,65,728921,46,4,11.5,25,0,728885
"1910","Master","Married",31535,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,NA,1,1,0,3,44,726180,51,4,12.8,25,1,726085
"1911","2n Cycle","Together",92556,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,NA,0,1,0,2,64,728524,1263,21,60.1,0,0,728492
"1912","Graduation","Single",67384,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,NA,1,0,0,2,54,731963,1490,20,74.5,10,1,731931
"1913","Master","Together",80573,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,NA,0,1,0,2,53,730533,1564,23,68,4.3,0,730448
"1914","Graduation","Married",77870,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,NA,1,1,0,3,57,727672,1815,15,121,20,3,727579
"1915","PhD","Widow",52278,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,NA,1,0,0,2,61,726788,1198,25,47.9,24,0,726764
"1916","Graduation","Single",57107,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,NA,1,0,0,2,56,726941,416,16,26,43.8,3,726897
"1917","Graduation","Married",18929,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,NA,0,1,0,2,34,730045,85,5,17,20,0,730030
"1918","PhD","Single",36038,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,NA,1,0,0,2,43,724477,47,6,7.8,33.3,0,724395
"1919","Graduation","Single",20180,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,NA,0,0,0,1,48,728584,137,7,19.6,14.3,0,728557
"1920","PhD","Together",34230,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,NA,2,1,0,4,59,726089,21,3,7,33.3,0,726017
"1921","2n Cycle","Single",31878,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,NA,1,0,0,2,47,727733,70,5,14,20,0,727726
"1922","2n Cycle","Married",70932,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,NA,1,1,0,3,52,728980,909,20,45.5,10,0,728923
"1923","Graduation","Single",91249,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,NA,0,0,0,1,68,728341,1676,22,76.2,0,5,728257
"1924","Master","Single",77598,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,NA,0,0,0,1,81,735281,1735,25,69.4,4,1,735228
"1925","Graduation","Single",80982,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,NA,2,0,0,3,65,732998,1191,27,44.1,11.1,0,732950
"1926","Master","Married",22701,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,NA,1,1,0,3,47,733850,24,4,6,25,0,733848
"1927","PhD","Married",55212,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,NA,1,1,0,3,55,727215,1182,17,69.5,17.6,2,727150
"1928","Graduation","Married",70617,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,NA,0,1,0,2,54,727368,1280,13,98.5,7.7,0,727323
"1929","Graduation","Single",64849,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,NA,0,0,0,1,67,730867,1336,18,74.2,5.6,1,730825
"1930","Master","Married",62694,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,NA,2,1,0,4,59,729559,749,19,39.4,26.3,0,729530
"1931","PhD","Married",61917,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,NA,2,1,0,4,50,728310,91,6,15.2,16.7,0,728227
"1932","PhD","Married",67472,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,NA,1,1,0,3,77,725449,414,13,31.8,15.4,0,725356
"1933","Master","Married",21059,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,NA,1,1,0,3,42,733363,44,6,7.3,50,0,733323
"1934","Master","Married",29543,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,NA,2,1,0,4,56,735464,63,6,10.5,33.3,0,735417
"1935","Graduation","Married",75903,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,NA,1,1,0,3,73,732907,901,21,42.9,9.5,0,732857
"1936","2n Cycle","Together",34984,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,NA,2,1,0,4,49,733485,38,4,9.5,50,0,733445
"1937","PhD","Single",54998,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,NA,1,0,0,2,68,732208,455,15,30.3,33.3,1,732205
"1938","PhD","Widow",54356,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,NA,1,0,0,2,75,728676,775,21,36.9,14.3,1,728614
"1939","Master","Married",34242,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,NA,1,1,0,3,65,727460,15,3,5,33.3,0,727435
"1940","Graduation","Married",25410,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,NA,1,1,0,3,51,724385,38,5,7.6,20,0,724337
"1941","PhD","Married",73356,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,NA,0,1,0,2,40,733697,1512,21,72,4.8,4,733641
"1942","Graduation","Together",28320,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,NA,1,1,0,3,74,730806,43,4,10.8,25,0,730738
"1943","Graduation","Single",23763,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,NA,1,0,0,2,47,733151,42,4,10.5,25,0,733087
"1944","Graduation","Married",72570,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,NA,0,1,0,2,40,726698,1089,22,49.5,4.5,0,726631
"1945","Master","Married",34529,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,NA,1,1,0,3,48,730563,162,7,23.1,28.6,0,730469
"1946","Graduation","Widow",70792,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,NA,0,0,0,1,73,733697,1272,17,74.8,11.8,0,733615
"1947","Graduation","Married",63211,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,NA,0,1,0,2,42,734885,1173,18,65.2,11.1,1,734882
"1948","Master","Married",83891,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,NA,1,1,0,3,50,728463,816,21,38.9,4.8,0,728439
"1949","Graduation","Single",36065,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,NA,2,0,0,3,56,724538,74,6,12.3,50,0,724484
"1950","Graduation","Together",39898,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,NA,1,1,0,3,70,731506,134,7,19.1,28.6,0,731486
"1951","PhD","Single",51141,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,NA,0,0,0,1,84,732816,157,8,19.6,12.5,0,732720
"1952","Graduation","Married",56939,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,NA,1,1,0,3,48,729102,561,16,35.1,12.5,0,729083
"1953","Graduation","Single",80872,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,NA,0,0,0,1,73,731416,1336,18,74.2,5.6,0,731356
"1954","PhD","Together",72335,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,1,NA,0,1,0,2,48,730959,2092,22,95.1,4.5,1,730957
"1955","PhD","Single",61798,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,NA,0,0,0,1,60,727215,463,15,30.9,6.7,0,727202
"1956","PhD","Widow",76842,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,NA,0,0,0,1,74,734704,1130,16,70.6,6.2,0,734667
"1957","Graduation","Together",29478,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,NA,1,1,0,3,48,729710,20,4,5,25,0,729651
"1958","Graduation","Single",46998,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,NA,1,0,0,2,68,727611,377,13,29,38.5,1,727556
"1959","Graduation","Single",96843,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1,NA,0,0,0,1,34,727429,1544,27,57.2,3.7,2,727369
"1960","PhD","Widow",56551,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,NA,2,0,0,3,74,733243,138,7,19.7,42.9,0,733195
"1961","Master","Married",70053,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,NA,1,1,0,3,59,734643,1012,23,44,13,0,734605
"1962","PhD","Widow",71670,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,1,NA,0,0,0,1,62,732451,1766,14,126.1,7.1,4,732443
"1963","Graduation","Married",44359,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,NA,2,1,0,4,46,729559,45,6,7.5,50,0,729540
"1964","Graduation","Single",40887,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,1,NA,2,0,0,3,72,733608,161,7,23,42.9,1,733576
"1965","Graduation","Divorced",48877,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,NA,1,0,0,2,58,734093,144,7,20.6,14.3,0,734066
"1966","Graduation","Together",74485,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,NA,0,1,0,2,77,726941,1734,25,69.4,4,0,726883
"1967","Graduation","Together",64474,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,NA,1,1,0,3,52,727611,823,20,41.1,10,0,727552
"1968","Graduation","Together",77226,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,NA,1,1,0,3,61,725662,1138,26,43.8,7.7,0,725633
"1969","Graduation","Widow",72643,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,1,NA,0,0,0,1,75,726027,1429,20,71.4,5,2,725967
"1970","Master","Together",85738,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,0,NA,0,1,0,2,46,727519,1371,20,68.6,5,2,727478
"1971","Graduation","Divorced",55686,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,NA,1,0,0,2,58,730775,982,14,70.1,14.3,1,730748
"1972","Graduation","Single",39062,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,NA,1,0,0,2,41,726729,44,4,11,25,1,726701
"1973","Graduation","Together",34600,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,NA,2,1,0,4,53,735554,318,12,26.5,41.7,1,735546
"1974","Graduation","Married",40794,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,NA,1,1,0,3,49,733273,434,14,31,14.3,0,733255
"1975","2n Cycle","Married",54690,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,NA,2,1,0,4,53,733059,198,9,22,33.3,0,732983
"1976","Graduation","Married",4428,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,0,NA,1,1,0,3,55,733820,359,25,14.4,0,0,733820
